index,BuildingRatingDesc,BuildingClassDesc,StreetAddress,Quadrant,City,State,PostCode,Latitude,Longitude,MinRent,MaxRent,NumBedsMin,NumBedsMax,NumBathsMin,NumBathsMax,UnitMinSqFt,UnitMaxSqFt,NUMUNITS,MinLeaseTermsMonths,MaxLeaseTermsMonths,IsShortTermLeaseAvailableFlag,AYB,EYB,YR_RMDL,STORIES,GBA,LotSqFtTotal,Rooms-Kitchen,Rooms-Heating,Rooms-Range,Rooms-Refrigerator,Rooms-Oven,Rooms-Air Conditioning,Building-Elevator,Rooms-Wheelchair Accessible (Rooms),Building-Laundry Facilities,Rooms-Hardwood Floors,Rooms-Tub/Shower,Rooms-Cable Ready,Rooms-Dishwasher,Building-Property Manager on Site,Building-Fitness Center,Building-Doorman,Rooms-Stainless Steel Appliances,Building-Controlled Access,Rooms-Microwave,Building-Concierge,Rooms-Washer/Dryer,Rooms-Granite Countertops,Rooms-Balcony,Rooms-Views,Building-24 Hour Availability,Rooms-High Speed Internet Access,Building-Maintenance on site,Building-Security System,Rooms-Vaulted Ceiling,Building-On-Site Retail,Building-Bike Storage,Rooms-Walk-In Closets,Building-Courtyard,Rooms-Storage Units,Building-Pool,Building-Storage Space,Rooms-Tile Floors,Building-Rooftop Lounge,Building-Gameroom,Building-Package Service,Building-Lounge,Rooms-Fireplace,Building-Sundeck,Building-Playground,Building-Clubhouse,Rooms-Intercom,Rooms-Smoke Free,Rooms-Disposal,Rooms-Eat-in Kitchen,Building-Dry Cleaning Service,Rooms-Freezer,Rooms-Carpet,Building-Business Center,Building-Vintage Building,Building-Video Patrol,Rooms-Dining Room,Building-Spa,Building-Media Center/Movie Theatre,Building-Sauna,Building-Grill,Building-Recycling,Rooms-Wi-Fi,Building-Laundry Service,Rooms-Patio,Rooms-Deck,Building-Car Charging Station,Rooms-Window Coverings,Building-Breakfast/Coffee Concierge,Building-Pet Play Area,Rooms-Crown Molding,Building-Maid Service,Building-Basketball Court,Rooms-Office,Building-Gated,Building-Cardio Machines,Rooms-Pantry,Rooms-Bay Window,Building-Free Weights,Building-Furnished Units Available,Rooms-Garden,Rooms-Ceiling Fans,Building-Online Services,Rooms-Washer/Dryer Hookup,Rooms-Sprinkler System,Rooms-Alarm,Building-Waterfront,Rooms-Double Pane Windows,Building-Multi Use Room,Building-Trash Pickup - Curbside,Building-Weight Machines,Rooms-Ice Maker,Building-Library,Building-Health Club Facility,Building-Picnic Area,Building-Planned Social Activities,Building-Walking/Biking Trails,Rooms-Basement,Rooms-Double Vanities,Rooms-Satellite TV,Rooms-Linen Closet,Building-Trash Pickup - Door to Door,Building-Pet Care,Building-Renters Insurance Program,Rooms-Yard,Building-Fitness Programs,Note
1518,3 Star,B,1451 Harvard St NW,NW,Washington,DC,20009,38.9263727,-77.0349105,,,1,1,1,1,0,600,7,,,,,2010,2013,4,4800,4826,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boutique, well-maintained building on tree-lined Harvard Street NW - 1 Bedroom
- 1 Bath
- 600 square feet
- Beautiful kitchen with stainless steel appliances and granite countertops
- Hardwood floors, tiled bathroom, carpeted bedroom
- Washer and dryer in unit
- Common outdoor patio with seating area and gas grill
- Lots of natural light
- Water is included in rent, but tenant pays other utilities (electric and cable/internet) High Walking Score 
- Walk to all the hottest restaurants, bars and Trader Joe's just down 14th Street
- Two blocks to Columbia Heights Metro and Target/Best Buy/Bed Bath & Beyond/Giant Foods
- Two Capital City Bike shares stations within less than one block in either direction - Available for move-in August 1
- $2375 per month rent
- Minimum one-year lease Email to schedule your viewing."
1519,4 Star,A,8043 Genea Way,,Falls Church,VA,220421200,38.868767,-77.222335,,,0,0,,,,,222,,,,,,,4,200000,224025,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1520,4 Star,B,2201 N St NW,NW,Washington,DC,200371107,38.907421,-77.049332,2365,5105,0,2,1,2,391,1491,200,,,,,,,8,211080,23705,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Each Monday through Friday we serve a complimentary continental breakfast in the community room. Coffee and tea service is 24 hours and 7 days a week, and we deliver a complimentary Washington Post to each elevator lobby. We make refined city living simple for you!"
1521,2 Star,C,2759-2777 Chesapeake Beach Rd W,W,Dunkirk,MD,207542813,38.75909,-76.651835,,,1,1,1,1,,,8,,,,,,,2,6000,35762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,2 Star,C,4232 4th St SE,SE,Washington,DC,20032,38.8269557,-77.0001037,865,1926,0,4,1,2,600,1400,132,,,,,,,3,146148,256133,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This 132-unit 5 building apartment complex, located in the heart of the District, features oversized kitchens and separate dining area. These spacious apartments are located in a gated community within walking distance to the Eastover Shopping Center, where residents can find Giant, CVS and many other retail destinations. Call Today!"
1523,2 Star,C,20207 Robinwood Ct,,Hagerstown,MD,21742,39.6244696,-77.6683834,719,889,2,3,1,1,750,950,60,,,,,,,2,60696,261796,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
1524,2 Star,B,1754 S St NW,NW,Washington,DC,200096145,38.9139099,-77.0412488,1395,1895,0,1,1,1,450,675,11,,,,,,,3,6609,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The ??? consists of 11 studio and one bedroom apartments in an attractive 3-story Federal style building that is conveniently located at the corner of 18th and S Street. It is proximate to the numerous shops, restaurants, nightlife, and Metro station of Dupont Circle, as well as Adams Morgan. Tall ceilings, oversized windows, and a variety of floor plans appeal to the many tastes of those wanting to live in this always popular neighborhood."
1525,2 Star,C,100 E Argyle St,,Rockville,MD,208502601,39.0779572,-77.1511501,,,1,2,1,1,557,629,22,,,,,,,2,21393,17860,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Walk to the metro!
Walk to work!
Walk to restaurants, movie and bars! 1 bedroom, 1 bathroom apartment for rent in a clean, old, ugly building. Top floor unit with windows in every room. Monthly rent includes water, gas, electric and heat. Outdoor grilling and picnic area for tenants! Parking pass for one vehicle. Laundry on-site (coin-operated.) Conveniently located to I-270 and Rockville Pike. 4 blocks to Town Center - Regal Cinemas, Ben & Jerry's, Starbucks, American Tap Room, Buffalo Wild Wings, Dawson's Market, Rockville Library and more*. Three minute RideOn bus ride to Amtrak, MARC and the Red Line Metro at Rockville station; 30 minutes to Metro Center Station, Downtown DC. Near Dogwood Park and Courthouse Square Park. 7 minute drive to Congressional Plaza and Montrose Shopping Plaza
8 minute drive via Norbeck Rd. to Red Gate Golf Course
6 minute drive to Montgomery College *http://rockvilletownsquare.com
*No pets (Sorry)
*No garbage fees Please call Sahara, Agent, at 347-218-2831 or email to schedule an appointment to view the apartment. Realty Investments Corporation 3702 Perry Avenue
Kensington, MD 20895
301-933-1551"
1526,3 Star,A,507 LYNNEHAVEN Dr,,Hagerstown,MD,21742,39.6476734,-77.697875,501,1581,0,3,1,2,400,1204,194,,,,,,,3,234807,675877,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"??? is centrally located between Interstates 70 and 81 which sheds valuable time off of daily commutes. With ten different floor plans to choose from, we are confident we have exactly what you are looking for in your next apartment home. Each of our apartments offer washer/dryer hookups, cable and telephone connections in each room, and fully equipped kitchens with dishwashers, frost-free refrigerators, and beautiful all wood cabinets. All pricing and availability is subject to change. The information is to be used as a point of reference and not a binding agreement."
1527,3 Star,C,7701 Georgia Ave NW,NW,Washington,DC,200121636,38.9829483,-77.0261536,1225,,0,1,1,1,413,646,45,,,,,2014,2016,6,44810,14301,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1528,3 Star,B,5130 Connecticut Ave NW,NW,Washington,DC,20008,38.9565783,-77.0712056,1450,2300,0,2,1,1,600,1300,52,12,12,,,,,6,57708,14810,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"These are spacious apartments with 1 large bedroom and 1 bath in a Art Deco-style building. Vintage sconces recently installed in the living room. All apartments have an open, well-ventilated floor plan with plenty of sun light. 
The units are in a six floor apartment building with laundry, recycling, and some basement storage on premises. Parking is available on Chevy Chase Pkwy and Harrison St. next to the building. 

The building is a 12-minute walk to Tenleytown Metro (Red Line), Whole Foods, Best Buy, restaurants, etc. A 17-minute walk takes you to Friendship Heights, and a 20 minute walk takes you to Van Ness Metro, UDC, and more shopping. For convenience, the building is located across the street from a CVS, Politics and Prose Book Store, Little Red Fox cafe, and Comet restaurant. 

Also the L1/L2/L4 buses stop directly in front of the building offering a 4 minute ride to Van Ness, as well as a 30/40 minute ride to Dupont Circle and Foggy Bottom, respectively. 
As the building is near the intersection of Connecticut Ave.and Nebraska Ave., it also offers easy driving access to 495, Rock Creek Park, Wisconsin Ave, Sibley Hospital, American University, and so on."
1529,4 Star,A,4850 Rugby Ave,,Bethesda,MD,20814,38.9907933,-77.0987304,1935,6675,0,2,1,3,515,1651,219,,,,2017,,,18,240000,27565,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"As the new addition to downtown Bethesda's most desirable address, ??? is giving you a whole new way to express your style and enjoy your life. Airy, light-filled and accented with the latest in modern stylings and the finest in luxury amenities, this world-class residence uplifts you the moment you step inside. It's the level of living you want in a neighborhood filled with the restaurants and stores you love."
1530,2 Star,B,3400 Dean Dr,,Hyattsville,MD,207821201,38.9737372,-76.9612768,1225,1495,1,2,1,1,763,921,42,,,,,,,3,38571,77101,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1531,4 Star,A,3401 E West Hwy,,Hyattsville,MD,207822200,38.9663595,-76.9613006,1600,2860,0,3,1,2,602,1445,351,,,,2017,,,4,337822,158994,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"??? is a brand new boldly eclectic apartment community located in Hyattsville, Maryland. Only one stop away from DC proper and within proximity to the best shopping and dining in the area, our LEED Gold-designed community exposes the meaning of true living. (+more) Offering a host of studio, one, two, and three-bedroom floor plans, ??? is perfect for anyone looking to rent an apartment home in Hyattsville, MD. It doesnt matter if youre an established professional looking for a comfortable apartment near DC, a graduate student looking to live near the Green Line, or a professor looking to be close to the University of Maryland. All you need to do is choose the apartment style you like the most and start living the good life at ???. The open concept of our homes makes it easy for you to organize and decorate your home however you see fit. Plus, the ample storage spaces, walk-in closets, and the spacious balconies and patios open the whole space even more. Each of our homes comes outfitted with gourmet kitchens with quartz countertops and energy efficient stainless-steel appliances. Lounge by the pool, take care of your four-legged friend at the on-site pet spa and let Fido run free at the on-site dog park. Challenge your muscles in our two-story, top-of-the-line fitness center including our designated yoga space or enjoy some friendly competition with your neighbor at the outdoor gaming area. Lush courtyards with BBQ grills and fire pits are an ideal spot to catch up with your friends and hone your grilling skills, and the resident portal makes everything from receiving packages to paying rent so much easier! Give us a call and schedule a personal tour of the property. Our professional and friendly staff will be more than happy to show you around and tell you everything there is to know about living in enchanting Hyattsville."
1532,2 Star,C,1811 Irving St NE,NE,Washington,DC,20018,38.92873,-76.978705,1025,1075,0,1,1,1,400,728,22,12,12,,,,,3,13300,6970,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This 22 unit building offers newly renovated apartments conveniently located near the Rhode Island Avenue Metro and multiple bus lines.
1533,2 Star,C,5715 10th Rd N,N,Arlington,VA,222052334,38.880588,-77.134529,,,1,1,1,1,,,8,,,,,,,2,5184,13504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,2 Star,C,2801 Pennsylvania Ave SE,SE,Washington,DC,20020,38.8717959,-76.9674265,895,1015,0,1,1,1,550,650,33,,,,,,,3,21948,9135,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Located in the Randle Highlands neighborhood of Washington, DC, this charming brick building offers affordable studios and one-bedroom apartment homes for rent. Each apartment features beautiful hardwood floors, kitchens with updated features and closets large enough to store your belongings. Tours by appointment only."
1535,2 Star,C,17 Water St,,Gaithersburg,MD,208771940,39.139375,-77.2014032,,,0,0,,,,,31,,,,,,,3,39129,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,4 Star,A,1072 Thomas Jefferson St NW,NW,Washington,DC,200073832,38.904587,-77.060349,,,0,4,1,2,,,8,,,,,2014,2014,4,7325,2932,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1537,3 Star,B,7600 Maple Ave,,Takoma Park,MD,209125571,38.9837777,-77.0080132,869,1591,1,3,1,2,700,1405,189,,,,,,,17,252229,200812,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"You'll enjoy coming home to the comfort and value of Takoma Park's finest highrise apartment community. ??? gives you the best of a quiet suburban setting with the pulse of Washington just minutes away. Nostalgic, tree-lined Takoma Park offers you the rest, even a Metro Station half a mile away for easy commuting."
1538,4 Star,A,4600 Wisconsin Ave NW,NW,Washington,DC,200164622,38.94991,-77.080558,1925,3700,0,2,1,2,537,1188,60,,,,2014,,,7,68500,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Welcome home. ??? is the quintessential residence for city-lovers looking to be part of a growing and thriving community. Situated in historic Tenleytown, its the ideal location for the sophisticated urbanite who commutes by MetroBus, Metro, Zip Car, or bicycle. We can make your commute even easier with our current offer of a free membership to Capital Bikeshare and a $100 Metro Card. To maximize convenience, residents are within short walking distance of popular area grocery stores, restaurants, shops and fitness studios as well as the Red Line and Capital Bikeshare. The intersection of Brandywine and Wisconsin Avenue has never been such an ideal location to call home. ??? offers seven stories of bright, modern apartments and expansive retail space to provide both luxury and convenience. Residents can reduce environmental and financial costs with the help of energy-efficient stainless steel appliances. Apartments also feature a front-load washer and dryer combo, saving you precious time and space. Best of all, when selecting your home, youll have
the unique opportunity to choose between a light or dark wood finish.
When you live at ???, coming home is easier and more relaxing than ever. All of DC is at your front door thanks to easy transit access and a beautiful, central location near American University. Why would you live anywhere else?"
1539,2 Star,C,909 Longfellow St NW,NW,Washington,DC,200118236,38.957569,-77.026286,,,1,2,1,1,555,800,37,,,,,,,4,24678,14000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1540,3 Star,B,317 10th St NE,NE,Washington,DC,200026233,38.894121,-76.9923732,,,,,,,,,,,,,,,,,7492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,2 Star,C,6445 Luzon Ave NW,NW,Washington,DC,200123021,38.9686007,-77.0336171,,,0,0,,,,,81,,,,,,,8,149488,51761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,2 Star,C,218 E Mason Ave,,Alexandria,VA,22301,38.8217708,-77.0587753,,,1,1,1,1,550,550,38,,,,,,,4,34016,39204,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1543,2 Star,B,910-916 Barnaby St SE,SE,Washington,DC,200323940,38.832866,-76.990865,,,0,0,,,,,41,,,,,1991,1991,3,33128,42907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1544,2 Star,B,1029 Perry St NE,NE,Washington,DC,200171741,38.935879,-76.991829,,,0,0,,,,,16,,,,,,,3,7626,10384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,3 Star,C,3051 Brinkley Rd,,Temple Hills,MD,20748,38.803475,-76.955861,1250,1595,1,2,1,1,800,1060,636,,,,,,,3,842694,1273694,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Welcome to the ???, located a half an hour from the DC Metro area. We offer washers and dryers in each unit, all utilities are included and each have a host of amenities. Expect the unexpected at ???."
1546,3 Star,B,13940 Longwood Manor Ct,,Woodbridge,VA,221912476,38.652804,-77.275584,1440,1985,1,2,1,2,687,956,138,,,,,,,3,120630,387832,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Welcome to ??? Apartments. Our dedicated staff and maintenance team are here to serve you! Nestled in the trees near park land in Woodbridge VA, ??? offers stylish modern apartment homes in a secluded location  yet still convenient to all the region has to offer. We are just off the Prince William Parkway, less than two minutes to I-95. With shopping at Potomac Mills, the VRE, and the Horner Road Commuter Lot nearby, you're perfectly positioned! Contact us to schedule your tour. We look forward to meeting you!"
1547,3 Star,B,12565 Summit Manor Dr,,Fairfax,VA,22033,38.8676466,-77.381386,1629,2749,1,3,1,2,780,1476,530,,,,,,,4,964128,923424,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"??? offers a variety of homes to suit your needs with one, two and three bedroom apartment homes inside Manor buildings with interior hallways, townhome layouts and apartments with lofts. Our apartment homes include beautiful upgrades such as stainless steel appliances, spacious walk-in closets, updated cabinets with decorative glass doors, gas and electric ranges, hardwood-style flooring and more. Residents also enjoy a fitness studio with cardio equipment and free weights, resort-style pool with sun deck, theater room and easy access to miles of pet-friendly walking trails. Our location puts you in the center of Fairfax's most popular areas with our free Metro Shuttle to Vienna Metro Station and easy access to I-66, Fairfax County Parkway, George Mason University. We are also minutes away from upscale shopping, dining and entertainment at Fairfax Corner and Fair Oaks Mall. Come home to ??? today! Please note that all floor plan availability is subject ..."
1548,3 Star,B,53 Crescent Rd,,Greenbelt,MD,20770,39.002462,-76.874829,1215,1645,1,2,1,1,710,914,84,12,12,,,,,3,73873,88427,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1549,3 Star,B,115 Allnutt Ct,,Prince Frederick,MD,206783175,38.5497865,-76.5941103,,,1,2,1,2,584,903,30,,,,,,,3,20400,35019,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
